Generation,Pct_Slow,Pct_Fast,Rate,Transcript ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_popB,55.83333333,44.16666667,0.704,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,1,0.5,1,0.5,0.5,1,0.5,1,1,1,0.5,1,1,1,0.5,1,1,1,1,0.5,0.5,1,0.5,0.5,0.5,1,0.5,1,0.5,1,0.5,1,1,1,0.5,1,0.5,1,1,1,1,1,1,0.5,0.5,0.5,1,0.5,0.5,1,1,0.5,1,1,0.5,0.5,0.5,1,0.5,0.5,0.5,1,0.5,1,1,0.5,1,1,0.5,1,1,0.5,1,1,0.5,0.5,0.5,1,1
1_popB,55.83333333,44.16666667,0.704,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,1,0.5,1,0.5,0.5,1,0.5,1,1,1,0.5,1,1,1,0.5,1,1,1,1,0.5,0.5,1,0.5,0.5,0.5,1,0.5,1,0.5,1,0.5,1,1,1,0.5,1,0.5,1,1,1,1,1,1,0.5,0.5,0.5,1,0.5,0.5,1,1,0.5,1,1,0.5,0.5,0.5,1,0.5,0.5,0.5,1,0.5,1,1,0.5,1,1,0.5,1,1,0.5,1,1,0.5,0.5,0.5,1,1
2_popB,55.83333333,44.16666667,0.704,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,1,0.5,1,0.5,0.5,1,0.5,1,1,1,0.5,1,1,1,0.5,1,1,1,1,0.5,0.5,1,0.5,0.5,0.5,1,0.5,1,0.5,1,0.5,1,1,1,0.5,1,0.5,1,1,1,1,1,1,0.5,0.5,0.5,1,0.5,0.5,1,1,0.5,1,1,0.5,0.5,0.5,1,0.5,0.5,0.5,1,0.5,1,1,0.5,1,1,0.5,1,1,0.5,1,1,0.5,0.5,0.5,1,1
3_popA,55.83333333,44.16666667,0.704,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,1,0.5,1,0.5,0.5,1,0.5,1,1,1,0.5,1,1,1,0.5,1,1,1,1,0.5,0.5,1,0.5,0.5,0.5,1,0.5,1,0.5,1,0.5,1,1,1,0.5,1,0.5,1,1,1,1,1,1,0.5,0.5,0.5,1,0.5,0.5,1,1,0.5,1,1,0.5,0.5,0.5,1,0.5,0.5,0.5,1,0.5,1,1,0.5,1,1,0.5,1,1,0.5,1,1,0.5,0.5,0.5,1,1
4_popB,55.83333333,44.16666667,0.704,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,1,0.5,1,0.5,0.5,1,0.5,1,1,1,0.5,1,1,1,0.5,1,1,1,1,0.5,0.5,1,0.5,0.5,0.5,1,0.5,1,0.5,1,0.5,1,1,1,0.5,1,0.5,1,1,1,1,1,1,0.5,0.5,0.5,1,0.5,0.5,1,1,0.5,1,1,0.5,0.5,0.5,1,0.5,0.5,0.5,1,0.5,1,1,0.5,1,1,0.5,1,1,0.5,1,1,0.5,0.5,0.5,1,1
5_popB,55.83333333,44.16666667,0.704,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,1,0.5,1,0.5,0.5,1,0.5,1,1,1,0.5,1,1,1,0.5,1,1,1,1,0.5,0.5,1,0.5,0.5,0.5,1,0.5,1,0.5,1,0.5,1,1,1,0.5,1,0.5,1,1,1,1,1,1,0.5,0.5,0.5,1,0.5,0.5,1,1,0.5,1,1,0.5,0.5,0.5,1,0.5,0.5,0.5,1,0.5,1,1,0.5,1,1,0.5,1,1,0.5,1,1,0.5,0.5,0.5,1,1
6_popB,55.83333333,44.16666667,0.704,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,1,0.5,1,0.5,0.5,1,0.5,1,1,1,0.5,1,1,1,0.5,1,1,1,1,0.5,0.5,1,0.5,0.5,0.5,1,0.5,1,0.5,1,0.5,1,1,1,0.5,1,0.5,1,1,1,1,1,1,0.5,0.5,0.5,1,0.5,0.5,1,1,0.5,1,1,0.5,0.5,0.5,1,0.5,0.5,0.5,1,0.5,1,1,0.5,1,1,0.5,1,1,0.5,1,1,0.5,0.5,0.5,1,1
7_popA,55.83333333,44.16666667,0.704,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,1,0.5,1,0.5,0.5,1,0.5,1,1,1,0.5,1,1,1,0.5,1,1,1,1,0.5,0.5,1,0.5,0.5,0.5,1,0.5,1,0.5,1,0.5,1,1,1,0.5,1,0.5,1,1,1,1,1,1,0.5,0.5,0.5,1,0.5,0.5,1,1,0.5,1,1,0.5,0.5,0.5,1,0.5,0.5,0.5,1,0.5,1,1,0.5,1,1,0.5,1,1,0.5,1,1,0.5,0.5,0.5,1,1
8_popA,55.83333333,44.16666667,0.704,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,1,0.5,1,0.5,0.5,1,0.5,1,1,1,0.5,1,1,1,0.5,1,1,1,1,0.5,0.5,1,0.5,0.5,0.5,1,0.5,1,0.5,1,0.5,1,1,1,0.5,1,0.5,1,1,1,1,1,1,0.5,0.5,0.5,1,0.5,0.5,1,1,0.5,1,1,0.5,0.5,0.5,1,0.5,0.5,0.5,1,0.5,1,1,0.5,1,1,0.5,1,1,0.5,1,1,0.5,0.5,0.5,1,1
9_popA,55.83333333,44.16666667,0.704,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,1,0.5,1,0.5,0.5,1,0.5,1,1,1,0.5,1,1,1,0.5,1,1,1,1,0.5,0.5,1,0.5,0.5,0.5,1,0.5,1,0.5,1,0.5,1,1,1,0.5,1,0.5,1,1,1,1,1,1,0.5,0.5,0.5,1,0.5,0.5,1,1,0.5,1,1,0.5,0.5,0.5,1,0.5,0.5,0.5,1,0.5,1,1,0.5,1,1,0.5,1,1,0.5,1,1,0.5,0.5,0.5,1,1
