0,0.768,0.5,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0
1,0.768,0.5,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0
2,0.768,0.5,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0
3,0.768,0.5,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0
4,0.768,0.5,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0
5,0.768,0.5,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0
6,0.777,0.5,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0
7,0.777,0.5,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0
8,0.777,0.5,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0
9,0.777,0.5,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0
