time	species	protein	transcript	ribo_density
0.000000	__proteinA_rbs	1.000000	0.000000	0.000000
0.000000	__proteinB_rbs	1.000000	0.000000	0.000000
0.000000	__ribosome	5.000000	0.000000	0.000000
7.856948	__proteinA_rbs	0.000000	0.000000	0.000000
7.856948	__proteinB_rbs	1.000000	0.000000	0.000000
7.856948	__ribosome	4.000000	0.000000	0.000000
7.932984	__proteinA_rbs	0.000000	0.000000	0.000000
7.932984	__proteinB_rbs	1.000000	0.000000	0.000000
7.932984	__ribosome	4.000000	0.000000	0.000000
7.992365	__proteinA_rbs	0.000000	0.000000	0.000000
7.992365	__proteinB_rbs	1.000000	0.000000	0.000000
7.992365	__ribosome	4.000000	0.000000	0.000000
8.011651	__proteinA_rbs	0.000000	0.000000	0.000000
8.011651	__proteinB_rbs	1.000000	0.000000	0.000000
8.011651	__ribosome	4.000000	0.000000	0.000000
8.074483	__proteinA_rbs	0.000000	0.000000	0.000000
8.074483	__proteinB_rbs	1.000000	0.000000	0.000000
8.074483	__ribosome	4.000000	0.000000	0.000000
8.082326	__proteinA_rbs	0.000000	0.000000	0.000000
8.082326	__proteinB_rbs	1.000000	0.000000	0.000000
8.082326	__ribosome	4.000000	0.000000	0.000000
8.112139	__proteinA_rbs	0.000000	0.000000	0.000000
8.112139	__proteinB_rbs	1.000000	0.000000	0.000000
8.112139	__ribosome	4.000000	0.000000	0.000000
8.148626	__proteinA_rbs	0.000000	0.000000	0.000000
8.148626	__proteinB_rbs	1.000000	0.000000	0.000000
8.148626	__ribosome	4.000000	0.000000	0.000000
9.071023	__proteinA_rbs	1.000000	0.000000	0.000000
9.071023	__proteinB_rbs	1.000000	0.000000	0.000000
9.071023	__ribosome	4.000000	0.000000	0.000000
9.071023	proteinA	0.000000	1.000000	1.000000
10.004123	__proteinA_rbs	1.000000	0.000000	0.000000
10.004123	__proteinB_rbs	1.000000	0.000000	0.000000
10.004123	__ribosome	4.000000	0.000000	0.000000
10.004123	proteinA	0.000000	1.000000	1.000000
11.025282	__proteinA_rbs	1.000000	0.000000	0.000000
11.025282	__proteinB_rbs	1.000000	0.000000	0.000000
11.025282	__ribosome	4.000000	0.000000	0.000000
11.025282	proteinA	0.000000	1.000000	1.000000
12.020844	__proteinA_rbs	1.000000	0.000000	0.000000
12.020844	__proteinB_rbs	0.000000	0.000000	0.000000
12.020844	__ribosome	3.000000	0.000000	0.000000
12.020844	proteinA	0.000000	1.000000	1.000000
13.113769	__proteinA_rbs	1.000000	0.000000	0.000000
13.113769	__proteinB_rbs	1.000000	0.000000	0.000000
13.113769	__ribosome	3.000000	0.000000	0.000000
13.113769	proteinA	0.000000	1.000000	1.000000
13.113769	proteinB	0.000000	1.000000	1.000000
14.026854	__proteinA_rbs	1.000000	0.000000	0.000000
14.026854	__proteinB_rbs	1.000000	0.000000	0.000000
14.026854	__ribosome	3.000000	0.000000	0.000000
14.026854	proteinA	0.000000	1.000000	1.000000
14.026854	proteinB	0.000000	1.000000	1.000000
15.019913	__proteinA_rbs	1.000000	0.000000	0.000000
15.019913	__proteinB_rbs	1.000000	0.000000	0.000000
15.019913	__ribosome	3.000000	0.000000	0.000000
15.019913	proteinA	0.000000	1.000000	1.000000
15.019913	proteinB	0.000000	1.000000	1.000000
16.073424	__proteinA_rbs	1.000000	0.000000	0.000000
16.073424	__proteinB_rbs	1.000000	0.000000	0.000000
16.073424	__ribosome	3.000000	0.000000	0.000000
16.073424	proteinA	0.000000	1.000000	1.000000
16.073424	proteinB	0.000000	1.000000	1.000000
17.003099	__proteinA_rbs	1.000000	0.000000	0.000000
17.003099	__proteinB_rbs	1.000000	0.000000	0.000000
17.003099	__ribosome	3.000000	0.000000	0.000000
17.003099	proteinA	0.000000	1.000000	1.000000
17.003099	proteinB	0.000000	1.000000	1.000000
18.010135	__proteinA_rbs	1.000000	0.000000	0.000000
18.010135	__proteinB_rbs	1.000000	0.000000	0.000000
18.010135	__ribosome	3.000000	0.000000	0.000000
18.010135	proteinA	0.000000	1.000000	1.000000
18.010135	proteinB	0.000000	1.000000	1.000000
19.104049	__proteinA_rbs	1.000000	0.000000	0.000000
19.104049	__proteinB_rbs	1.000000	0.000000	0.000000
19.104049	__ribosome	3.000000	0.000000	0.000000
19.104049	proteinA	0.000000	1.000000	1.000000
19.104049	proteinB	0.000000	1.000000	1.000000
19.999864	__proteinA_rbs	1.000000	0.000000	0.000000
19.999864	__proteinB_rbs	1.000000	0.000000	0.000000
19.999864	__ribosome	3.000000	0.000000	0.000000
19.999864	proteinA	0.000000	1.000000	1.000000
19.999864	proteinB	0.000000	1.000000	1.000000
21.106388	__proteinA_rbs	1.000000	0.000000	0.000000
21.106388	__proteinB_rbs	1.000000	0.000000	0.000000
21.106388	__ribosome	3.000000	0.000000	0.000000
21.106388	proteinA	0.000000	1.000000	1.000000
21.106388	proteinB	0.000000	1.000000	1.000000
22.034697	__proteinA_rbs	1.000000	0.000000	0.000000
22.034697	__proteinB_rbs	1.000000	0.000000	0.000000
22.034697	__ribosome	3.000000	0.000000	0.000000
22.034697	proteinA	0.000000	1.000000	1.000000
22.034697	proteinB	0.000000	1.000000	1.000000
23.001480	__proteinA_rbs	1.000000	0.000000	0.000000
23.001480	__proteinB_rbs	1.000000	0.000000	0.000000
23.001480	__ribosome	3.000000	0.000000	0.000000
23.001480	proteinA	0.000000	1.000000	1.000000
23.001480	proteinB	0.000000	1.000000	1.000000
24.019940	__proteinA_rbs	1.000000	0.000000	0.000000
24.019940	__proteinB_rbs	1.000000	0.000000	0.000000
24.019940	__ribosome	3.000000	0.000000	0.000000
24.019940	proteinA	0.000000	1.000000	1.000000
24.019940	proteinB	0.000000	1.000000	1.000000
25.016831	__proteinA_rbs	1.000000	0.000000	0.000000
25.016831	__proteinB_rbs	1.000000	0.000000	0.000000
25.016831	__ribosome	4.000000	0.000000	0.000000
25.016831	proteinA	1.000000	1.000000	0.000000
25.016831	proteinB	0.000000	1.000000	1.000000
26.026621	__proteinA_rbs	1.000000	0.000000	0.000000
26.026621	__proteinB_rbs	1.000000	0.000000	0.000000
26.026621	__ribosome	4.000000	0.000000	0.000000
26.026621	proteinA	1.000000	1.000000	0.000000
26.026621	proteinB	0.000000	1.000000	1.000000
27.043993	__proteinA_rbs	1.000000	0.000000	0.000000
27.043993	__proteinB_rbs	1.000000	0.000000	0.000000
27.043993	__ribosome	4.000000	0.000000	0.000000
27.043993	proteinA	1.000000	1.000000	0.000000
27.043993	proteinB	0.000000	1.000000	1.000000
28.024397	__proteinA_rbs	1.000000	0.000000	0.000000
28.024397	__proteinB_rbs	1.000000	0.000000	0.000000
28.024397	__ribosome	4.000000	0.000000	0.000000
28.024397	proteinA	1.000000	1.000000	0.000000
28.024397	proteinB	0.000000	1.000000	1.000000
34.299723	__proteinA_rbs	1.000000	0.000000	0.000000
34.299723	__proteinB_rbs	0.000000	0.000000	0.000000
34.299723	__ribosome	4.000000	0.000000	0.000000
34.299723	proteinA	1.000000	1.000000	0.000000
34.299723	proteinB	1.000000	1.000000	1.000000
34.301092	__proteinA_rbs	1.000000	0.000000	0.000000
34.301092	__proteinB_rbs	0.000000	0.000000	0.000000
34.301092	__ribosome	4.000000	0.000000	0.000000
34.301092	proteinA	1.000000	1.000000	0.000000
34.301092	proteinB	1.000000	1.000000	1.000000
34.501784	__proteinA_rbs	1.000000	0.000000	0.000000
34.501784	__proteinB_rbs	0.000000	0.000000	0.000000
34.501784	__ribosome	4.000000	0.000000	0.000000
34.501784	proteinA	1.000000	1.000000	0.000000
34.501784	proteinB	1.000000	1.000000	1.000000
34.643003	__proteinA_rbs	1.000000	0.000000	0.000000
34.643003	__proteinB_rbs	0.000000	0.000000	0.000000
34.643003	__ribosome	4.000000	0.000000	0.000000
34.643003	proteinA	1.000000	1.000000	0.000000
34.643003	proteinB	1.000000	1.000000	1.000000
34.754299	__proteinA_rbs	1.000000	0.000000	0.000000
34.754299	__proteinB_rbs	0.000000	0.000000	0.000000
34.754299	__ribosome	4.000000	0.000000	0.000000
34.754299	proteinA	1.000000	1.000000	0.000000
34.754299	proteinB	1.000000	1.000000	1.000000
34.757208	__proteinA_rbs	1.000000	0.000000	0.000000
34.757208	__proteinB_rbs	0.000000	0.000000	0.000000
34.757208	__ribosome	4.000000	0.000000	0.000000
34.757208	proteinA	1.000000	1.000000	0.000000
34.757208	proteinB	1.000000	1.000000	1.000000
35.000211	__proteinA_rbs	1.000000	0.000000	0.000000
35.000211	__proteinB_rbs	0.000000	0.000000	0.000000
35.000211	__ribosome	4.000000	0.000000	0.000000
35.000211	proteinA	1.000000	1.000000	0.000000
35.000211	proteinB	1.000000	1.000000	1.000000
36.004490	__proteinA_rbs	1.000000	0.000000	0.000000
36.004490	__proteinB_rbs	1.000000	0.000000	0.000000
36.004490	__ribosome	3.000000	0.000000	0.000000
36.004490	proteinA	1.000000	1.000000	1.000000
36.004490	proteinB	1.000000	1.000000	1.000000
37.067739	__proteinA_rbs	1.000000	0.000000	0.000000
37.067739	__proteinB_rbs	1.000000	0.000000	0.000000
37.067739	__ribosome	3.000000	0.000000	0.000000
37.067739	proteinA	1.000000	1.000000	1.000000
37.067739	proteinB	1.000000	1.000000	1.000000
38.008918	__proteinA_rbs	1.000000	0.000000	0.000000
38.008918	__proteinB_rbs	1.000000	0.000000	0.000000
38.008918	__ribosome	3.000000	0.000000	0.000000
38.008918	proteinA	1.000000	1.000000	1.000000
38.008918	proteinB	1.000000	1.000000	1.000000
39.036985	__proteinA_rbs	1.000000	0.000000	0.000000
39.036985	__proteinB_rbs	1.000000	0.000000	0.000000
39.036985	__ribosome	3.000000	0.000000	0.000000
39.036985	proteinA	1.000000	1.000000	1.000000
39.036985	proteinB	1.000000	1.000000	1.000000
