Generation,Generation ,Pct_Slow,Pct_Fast,Mutation ,Mutation_loc,Rate,Min ,Max,Transcript ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_popA,0,44.16666667,55.83333333,0,0,1.217,1,100,1,1,1,1,100,100,1,100,100,100,1,1,1,100,1,100,1,100,100,100,100,100,100,1,100,1,1,100,1,1,1,100,100,100,100,100,100,1,1,100,1,100,1,1,1,1,1,100,100,1,100,100,1,1,1,100,100,1,100,100,1,100,100,100,100,100,1,100,1,1,100,100,100,1,100,1,100,100,100,100,1,1,100,100,1,1,100,1,100,100,100,1,100,100,1,100,100,100,100,1,1,1,100,1,1,100,1,1,100,1,100,100,100,100,100,1,100,1,1,100
1_popB,1,44.16666667,55.83333333,117,0,1.217,1,100,1,1,1,1,100,100,1,100,100,100,1,1,1,100,1,100,1,100,100,100,100,100,100,1,100,1,1,100,1,1,1,100,100,100,100,100,100,1,1,100,1,100,1,1,1,1,1,100,100,1,100,100,1,1,1,100,100,1,100,100,1,100,100,100,100,100,1,100,1,1,100,100,100,1,100,1,100,100,100,100,1,1,100,100,1,1,100,1,100,100,100,1,100,100,1,100,100,100,100,1,1,1,100,1,1,100,1,1,100,1,100,100,100,100,100,1,100,1,1,100
2_popB,2,44.16666667,55.83333333,24,1,1.217,1,100,1,1,1,1,100,100,1,100,100,100,1,1,1,100,1,100,1,100,100,100,100,100,100,1,100,1,1,100,1,1,1,100,100,100,100,100,100,1,1,100,1,100,1,1,1,1,1,100,100,1,100,100,1,1,1,100,100,1,100,100,1,100,100,100,100,100,1,100,1,1,100,100,100,1,100,1,100,100,100,100,1,1,100,100,1,1,100,1,100,100,100,1,100,100,1,100,100,100,100,1,1,1,100,1,1,100,1,1,100,1,100,100,100,100,100,1,100,1,1,100
3_popB,3,44.16666667,55.83333333,31,1,1.217,1,100,1,1,1,1,100,100,1,100,100,100,1,1,1,100,1,100,1,100,100,100,100,100,100,1,100,1,1,100,1,1,1,100,100,100,100,100,100,1,1,100,1,100,1,1,1,1,1,100,100,1,100,100,1,1,1,100,100,1,100,100,1,100,100,100,100,100,1,100,1,1,100,100,100,1,100,1,100,100,100,100,1,1,100,100,1,1,100,1,100,100,100,1,100,100,1,100,100,100,100,1,1,1,100,1,1,100,1,1,100,1,100,100,100,100,100,1,100,1,1,100
4_popB,4,44.16666667,55.83333333,28,0,1.217,1,100,1,1,1,1,100,100,1,100,100,100,1,1,1,100,1,100,1,100,100,100,100,100,100,1,100,1,1,100,1,1,1,100,100,100,100,100,100,1,1,100,1,100,1,1,1,1,1,100,100,1,100,100,1,1,1,100,100,1,100,100,1,100,100,100,100,100,1,100,1,1,100,100,100,1,100,1,100,100,100,100,1,1,100,100,1,1,100,1,100,100,100,1,100,100,1,100,100,100,100,1,1,1,100,1,1,100,1,1,100,1,100,100,100,100,100,1,100,1,1,100
5_popA,5,44.16666667,55.83333333,0,0,1.217,1,100,1,1,1,1,100,100,1,100,100,100,1,1,1,100,1,100,1,100,100,100,100,100,100,1,100,1,1,100,1,1,1,100,100,100,100,100,100,1,1,100,1,100,1,1,1,1,1,100,100,1,100,100,1,1,1,100,100,1,100,100,1,100,100,100,100,100,1,100,1,1,100,100,100,1,100,1,100,100,100,100,1,1,100,100,1,1,100,1,100,100,100,1,100,100,1,100,100,100,100,1,1,1,100,1,1,100,1,1,100,1,100,100,100,100,100,1,100,1,1,100
6_popB,6,44.16666667,55.83333333,107,0,1.217,1,100,1,1,1,1,100,100,1,100,100,100,1,1,1,100,1,100,1,100,100,100,100,100,100,1,100,1,1,100,1,1,1,100,100,100,100,100,100,1,1,100,1,100,1,1,1,1,1,100,100,1,100,100,1,1,1,100,100,1,100,100,1,100,100,100,100,100,1,100,1,1,100,100,100,1,100,1,100,100,100,100,1,1,100,100,1,1,100,1,100,100,100,1,100,100,1,100,100,100,100,1,1,1,100,1,1,100,1,1,100,1,100,100,100,100,100,1,100,1,1,100
7_popB,7,44.16666667,55.83333333,53,0,1.217,1,100,1,1,1,1,100,100,1,100,100,100,1,1,1,100,1,100,1,100,100,100,100,100,100,1,100,1,1,100,1,1,1,100,100,100,100,100,100,1,1,100,1,100,1,1,1,1,1,100,100,1,100,100,1,1,1,100,100,1,100,100,1,100,100,100,100,100,1,100,1,1,100,100,100,1,100,1,100,100,100,100,1,1,100,100,1,1,100,1,100,100,100,1,100,100,1,100,100,100,100,1,1,1,100,1,1,100,1,1,100,1,100,100,100,100,100,1,100,1,1,100
8_popB,8,44.16666667,55.83333333,85,0,1.217,1,100,1,1,1,1,100,100,1,100,100,100,1,1,1,100,1,100,1,100,100,100,100,100,100,1,100,1,1,100,1,1,1,100,100,100,100,100,100,1,1,100,1,100,1,1,1,1,1,100,100,1,100,100,1,1,1,100,100,1,100,100,1,100,100,100,100,100,1,100,1,1,100,100,100,1,100,1,100,100,100,100,1,1,100,100,1,1,100,1,100,100,100,1,100,100,1,100,100,100,100,1,1,1,100,1,1,100,1,1,100,1,100,100,100,100,100,1,100,1,1,100
9_popB,9,43.33333333,56.66666667,118,1,1.227,1,100,1,1,1,1,100,100,1,100,100,100,1,1,1,100,1,100,1,100,100,100,100,100,100,1,100,1,1,100,1,1,1,100,100,100,100,100,100,1,1,100,1,100,1,1,1,1,1,100,100,1,100,100,1,1,1,100,100,1,100,100,1,100,100,100,100,100,1,100,1,1,100,100,100,1,100,1,100,100,100,100,1,1,100,100,1,1,100,1,100,100,100,1,100,100,1,100,100,100,100,1,1,1,100,1,1,100,1,1,100,1,100,100,100,100,100,1,100,1,100,100
10_popA,10,43.33333333,56.66666667,0,0,1.227,1,100,1,1,1,1,100,100,1,100,100,100,1,1,1,100,1,100,1,100,100,100,100,100,100,1,100,1,1,100,1,1,1,100,100,100,100,100,100,1,1,100,1,100,1,1,1,1,1,100,100,1,100,100,1,1,1,100,100,1,100,100,1,100,100,100,100,100,1,100,1,1,100,100,100,1,100,1,100,100,100,100,1,1,100,100,1,1,100,1,100,100,100,1,100,100,1,100,100,100,100,1,1,1,100,1,1,100,1,1,100,1,100,100,100,100,100,1,100,1,100,100
11_popA,11,43.33333333,56.66666667,0,0,1.227,1,100,1,1,1,1,100,100,1,100,100,100,1,1,1,100,1,100,1,100,100,100,100,100,100,1,100,1,1,100,1,1,1,100,100,100,100,100,100,1,1,100,1,100,1,1,1,1,1,100,100,1,100,100,1,1,1,100,100,1,100,100,1,100,100,100,100,100,1,100,1,1,100,100,100,1,100,1,100,100,100,100,1,1,100,100,1,1,100,1,100,100,100,1,100,100,1,100,100,100,100,1,1,1,100,1,1,100,1,1,100,1,100,100,100,100,100,1,100,1,100,100
12_popB,12,43.33333333,56.66666667,12,0,1.227,1,100,1,1,1,1,100,100,1,100,100,100,1,1,1,100,1,100,1,100,100,100,100,100,100,1,100,1,1,100,1,1,1,100,100,100,100,100,100,1,1,100,1,100,1,1,1,1,1,100,100,1,100,100,1,1,1,100,100,1,100,100,1,100,100,100,100,100,1,100,1,1,100,100,100,1,100,1,100,100,100,100,1,1,100,100,1,1,100,1,100,100,100,1,100,100,1,100,100,100,100,1,1,1,100,1,1,100,1,1,100,1,100,100,100,100,100,1,100,1,100,100
13_popB,13,43.33333333,56.66666667,113,1,1.227,1,100,1,1,1,1,100,100,1,100,100,100,1,1,1,100,1,100,1,100,100,100,100,100,100,1,100,1,1,100,1,1,1,100,100,100,100,100,100,1,1,100,1,100,1,1,1,1,1,100,100,1,100,100,1,1,1,100,100,1,100,100,1,100,100,100,100,100,1,100,1,1,100,100,100,1,100,1,100,100,100,100,1,1,100,100,1,1,100,1,100,100,100,1,100,100,1,100,100,100,100,1,1,1,100,1,1,100,1,1,100,1,100,100,100,100,100,1,100,1,100,100
14_popB,14,44.16666667,55.83333333,18,0,1.255,1,100,1,1,1,1,100,100,1,100,100,100,1,1,1,100,1,100,1,100,1,100,100,100,100,1,100,1,1,100,1,1,1,100,100,100,100,100,100,1,1,100,1,100,1,1,1,1,1,100,100,1,100,100,1,1,1,100,100,1,100,100,1,100,100,100,100,100,1,100,1,1,100,100,100,1,100,1,100,100,100,100,1,1,100,100,1,1,100,1,100,100,100,1,100,100,1,100,100,100,100,1,1,1,100,1,1,100,1,1,100,1,100,100,100,100,100,1,100,1,100,100
15_popB,15,44.16666667,55.83333333,50,1,1.255,1,100,1,1,1,1,100,100,1,100,100,100,1,1,1,100,1,100,1,100,1,100,100,100,100,1,100,1,1,100,1,1,1,100,100,100,100,100,100,1,1,100,1,100,1,1,1,1,1,100,100,1,100,100,1,1,1,100,100,1,100,100,1,100,100,100,100,100,1,100,1,1,100,100,100,1,100,1,100,100,100,100,1,1,100,100,1,1,100,1,100,100,100,1,100,100,1,100,100,100,100,1,1,1,100,1,1,100,1,1,100,1,100,100,100,100,100,1,100,1,100,100
16_popB,16,45,55,5,0,1.255,1,100,1,1,1,1,100,1,1,100,100,100,1,1,1,100,1,100,1,100,1,100,100,100,100,1,100,1,1,100,1,1,1,100,100,100,100,100,100,1,1,100,1,100,1,1,1,1,1,100,100,1,100,100,1,1,1,100,100,1,100,100,1,100,100,100,100,100,1,100,1,1,100,100,100,1,100,1,100,100,100,100,1,1,100,100,1,1,100,1,100,100,100,1,100,100,1,100,100,100,100,1,1,1,100,1,1,100,1,1,100,1,100,100,100,100,100,1,100,1,100,100
17_popB,17,45,55,10,0,1.255,1,100,1,1,1,1,100,1,1,100,100,100,1,1,1,100,1,100,1,100,1,100,100,100,100,1,100,1,1,100,1,1,1,100,100,100,100,100,100,1,1,100,1,100,1,1,1,1,1,100,100,1,100,100,1,1,1,100,100,1,100,100,1,100,100,100,100,100,1,100,1,1,100,100,100,1,100,1,100,100,100,100,1,1,100,100,1,1,100,1,100,100,100,1,100,100,1,100,100,100,100,1,1,1,100,1,1,100,1,1,100,1,100,100,100,100,100,1,100,1,100,100
18_popB,18,45,55,23,0,1.255,1,100,1,1,1,1,100,1,1,100,100,100,1,1,1,100,1,100,1,100,1,100,100,100,100,1,100,1,1,100,1,1,1,100,100,100,100,100,100,1,1,100,1,100,1,1,1,1,1,100,100,1,100,100,1,1,1,100,100,1,100,100,1,100,100,100,100,100,1,100,1,1,100,100,100,1,100,1,100,100,100,100,1,1,100,100,1,1,100,1,100,100,100,1,100,100,1,100,100,100,100,1,1,1,100,1,1,100,1,1,100,1,100,100,100,100,100,1,100,1,100,100
19_popB,19,45,55,67,1,1.255,1,100,1,1,1,1,100,1,1,100,100,100,1,1,1,100,1,100,1,100,1,100,100,100,100,1,100,1,1,100,1,1,1,100,100,100,100,100,100,1,1,100,1,100,1,1,1,1,1,100,100,1,100,100,1,1,1,100,100,1,100,100,1,100,100,100,100,100,1,100,1,1,100,100,100,1,100,1,100,100,100,100,1,1,100,100,1,1,100,1,100,100,100,1,100,100,1,100,100,100,100,1,1,1,100,1,1,100,1,1,100,1,100,100,100,100,100,1,100,1,100,100
